ID,Name,Latitude,Longitude,Category,Rating,Number of Reviews,Business Status
1192,Kareem Broasted,26.4288608,50.0741431,restaurant,4.2,775,OPERATIONAL
1193,Barn's | بارنز,26.4308214,50.0681927,restaurant,4.4,307,OPERATIONAL
1194,Broast Al Basel,26.433432,50.0663344,restaurant,4.1,1724,OPERATIONAL
1195,KFC,26.4307802,50.0673024,restaurant,3.7,1526,OPERATIONAL
1196,بوفية سهول المسيلة لتقديم الوجبات,26.4228201,50.0723043,restaurant,4.2,1069,OPERATIONAL
1197,Domino's Pizza,26.4294553,50.0662966,restaurant,3.9,570,OPERATIONAL
1198,Tim Hortons,26.430946,50.067987,restaurant,4.1,693,OPERATIONAL
1199,مطعم فرتكا,26.4218404,50.0735087,restaurant,4.3,416,OPERATIONAL
1200,شواية الخليج,26.439374,50.0830588,restaurant,4.3,3524,OPERATIONAL
1201,Roma Castle Restaurant,26.4235073,50.0932506,restaurant,4.2,5082,OPERATIONAL
1202,دلع كرشك,26.4372574,50.0840135,restaurant,3.8,4663,OPERATIONAL
1203,Dongola Restaurant,26.4358815,50.0930442,restaurant,4.2,1829,OPERATIONAL
1204,Atlas grill restaurant مطعم أطلس,26.4234125,50.09275590000001,restaurant,4.1,2667,OPERATIONAL
1205,معجنات قناطر دمشق,26.4381253,50.0781734,restaurant,4.3,2774,OPERATIONAL
1206,Abu Hilal restaurants,26.4361841,50.0898384,restaurant,4.2,3472,OPERATIONAL
1207,Fresh Broasted,26.4345609,50.0856469,restaurant,4.2,2318,OPERATIONAL
1208,مطعم جحا المصري حي القزاز الدمام,26.4336102,50.0954829,restaurant,4.1,808,OPERATIONAL
1209,مطعم طرح البحر للماكولات البحرية,26.4416272,50.0821718,restaurant,4.4,798,OPERATIONAL
1210,McDonald's,26.434591,50.08549800000001,restaurant,3.9,3061,OPERATIONAL
1211,مطعم فول القاهره الدمام,26.4383491,50.0783368,restaurant,4.4,710,OPERATIONAL
1212,Shwaiat Al-Khalij,26.4244688,50.1144486,restaurant,4.3,2142,OPERATIONAL
1213,Hadhramaut Restaurant,26.4346968,50.0987585,restaurant,4,3205,OPERATIONAL
1214,الرغيف المصرى,26.437149,50.0977706,restaurant,4.1,1431,OPERATIONAL
1215,Nilamuttam Restaurant,26.4228666,50.1092909,restaurant,4.2,637,OPERATIONAL
1216,Al Kabsh / الكبش,26.4383182,50.1066002,restaurant,4,2882,OPERATIONAL
1217,Nehari House Restaurant,26.4372634,50.1065776,restaurant,4,1313,OPERATIONAL
1218,Khartoum restaurant,26.4365284,50.0995974,restaurant,4.3,1073,OPERATIONAL
1219,مطعم فول الجمهورية للاكلات المصرية,26.4366147,50.09890970000001,restaurant,4.3,341,OPERATIONAL
1220,KFC,26.4226422,50.0919921,restaurant,3.7,2548,OPERATIONAL
1221,اسماك ابن حميدو,26.4333329,50.0954877,restaurant,4.2,575,OPERATIONAL
1222,Anjappar Indian Restaurant Dammam,26.4355933,50.1076786,restaurant,4.3,524,OPERATIONAL
1223,PESHAWARI KABAB DAMAM ADAMA BRANCH,26.4365231,50.1076579,restaurant,4.1,2007,OPERATIONAL
1224,الكبسة الدمامية (الدمام) | Al-Kabsah Al-Dammamiah,26.4239798,50.0940097,restaurant,4.1,384,OPERATIONAL
1225,مطعم ليالي اسكندرية,26.4299407,50.0942777,restaurant,4.2,534,OPERATIONAL
1226,مطاعم هاشم,26.4373363,50.0921889,restaurant,3.7,3089,OPERATIONAL
1227,AL AKER SWEETS,26.4417927,50.1214957,restaurant,4.3,2824,OPERATIONAL
1228,Layaly Zaman,26.4408218,50.1238852,restaurant,4.5,1844,OPERATIONAL
1229,Bombai Ryani,26.4348162,50.1172951,restaurant,3.7,2709,OPERATIONAL
1230,Diyar Al Sham Restaurant,26.4416405,50.1207316,restaurant,4.3,1494,OPERATIONAL
1231,قلعة عمّان,26.4404725,50.1245422,restaurant,4.4,1493,OPERATIONAL
1232,ATYAAB AL TAZAJ,26.4388098,50.1270808,restaurant,4,2050,OPERATIONAL
1233,Kufa,26.4249931,50.1147721,restaurant,4,424,OPERATIONAL
1234,GARNISH SOUTH INDIAN RESTAURANT,26.4386735,50.1130469,restaurant,3.9,1385,OPERATIONAL
1235,Rose Garden Restaurant,26.4366936,50.1062886,restaurant,3.9,329,OPERATIONAL
1236,Chettinad Restaurant,26.4366424,50.1074179,restaurant,4.1,478,OPERATIONAL
1237,Makbous Express,26.4409807,50.1238489,restaurant,4.2,1146,OPERATIONAL
1238,Bawan Broasted,26.435125100000004,50.1175265,restaurant,4,1414,OPERATIONAL
1239,Kilo Meshakil-كيلو مشكل,26.439066300000004,50.1267757,restaurant,4.7,2031,OPERATIONAL
1240,GOLDEN JUICE,26.4287132,50.1363721,restaurant,4.1,339,OPERATIONAL
1241,مطعم النوخذه الشرقي,26.4366129,50.1300191,restaurant,3.9,1945,OPERATIONAL
1242,Ifrane Restaurant,26.4389041,50.1268477,restaurant,4.2,759,OPERATIONAL
1243,Green Bukhari,26.4305607,50.1335534,restaurant,3.5,293,OPERATIONAL
1244,مطعم عنجر للمعجنات والشاورما Anjar Restaurant,26.4383337,50.1278457,restaurant,4,522,OPERATIONAL
1245,Wahed Karak واحد كرك,26.4306776,50.1333904,restaurant,3.9,230,OPERATIONAL
1246,مطعم و شعبيات تلال مأرب للأكلات الشعبية,26.4377278,50.1288208,restaurant,4,135,OPERATIONAL
1247,مطعم بلودان للمشويات,26.4376231,50.12906170000001,restaurant,4,339,OPERATIONAL
1248,كبدة عزام,26.4308912,50.1329662,restaurant,3.9,78,OPERATIONAL
1249,Saraya Alzad Restaurant,26.4381641,50.127554,restaurant,4.2,144,OPERATIONAL
1250,Palestine Falafel,26.437615,50.1291045,restaurant,3.6,344,OPERATIONAL
1251,بوفية الصنعاني,26.4336664,50.1295802,restaurant,3.8,366,OPERATIONAL
1252,بوفية وضحى,26.429207,50.1357202,restaurant,4,89,OPERATIONAL
1253,بوفية التقى,26.4389794,50.126844,restaurant,4.2,159,OPERATIONAL
1254,Dqaig Restaurant مطعم دقايق,26.4374408,50.1293771,restaurant,3.9,279,OPERATIONAL
1255,Tim Horton,26.429514800000003,50.135101,restaurant,4.2,55,OPERATIONAL
1256,مطعم ضيعة بيروت - dayeat beirut restaurant,26.437615,50.1291045,restaurant,4,90,OPERATIONAL
1257,BAZZA | بزه,26.4375629,50.1291525,restaurant,4.3,70,OPERATIONAL
1258,Al Rakan Restaurant for Bukhari & Peshawari Food,26.4185022,50.1612735,restaurant,5,2,OPERATIONAL
1259,مطعم محمد سلمان الطلاسي,26.4179808,50.1611013,restaurant,4.2,9,OPERATIONAL
1260,مركز سمور,26.4168538,50.161401,restaurant,5,1,OPERATIONAL
1261,The Fine Corner Restaurant,26.4185343,50.1612876,restaurant,3,1,OPERATIONAL
1262,Munna boofiya,26.4162612,50.1731072,restaurant,4.3,18,OPERATIONAL
1263,بوفية طارق,26.4170315,50.1732401,restaurant,4.1,30,OPERATIONAL
1264,Modan Al Tameez Restaurant,26.4170603,50.1727574,restaurant,3.4,8,OPERATIONAL
1265,Bangladeshi Sheraton Restaurant,26.4157703,50.1724007,restaurant,5,6,OPERATIONAL
1266,Goodness Restuarant,26.4161093,50.17253600000001,restaurant,4.4,14,OPERATIONAL
1267,مطعم عنوان المذاق البخاری,26.4155556,50.1756861,restaurant,No rating,No reviews,OPERATIONAL
1268,Bismillah Hotel,26.4166693,50.1737329,restaurant,5,2,OPERATIONAL
1269,Al-Noorin Restaurant serving meals (Pakistani),26.4176735,50.1657924,restaurant,3.9,29,OPERATIONAL
1270,Mansehra Pakistani Resturant,26.4176808,50.16536610000001,restaurant,5,6,OPERATIONAL
1271,مطعم عز الشرقية,26.4168891,50.1730717,restaurant,3.8,6,OPERATIONAL
1272,Kauser Restaurant,26.4181518,50.1646489,restaurant,3.5,2,OPERATIONAL
1273,مطعم أرز عنبر البخاري,26.4417149,49.9867607,restaurant,4.1,62,OPERATIONAL
1274,فوال مستقبل الابتسامة للاكلات الشعبية,26.4417839,49.9867462,restaurant,4.1,22,OPERATIONAL
1275,Buffet Lebanon Gardens,26.4535886,49.9840603,restaurant,3.6,215,OPERATIONAL
1276,بوفية قصة جائع,26.4485974,49.9838334,restaurant,4.3,18,OPERATIONAL
1277,فلافل الراية 2,26.44973,49.9802077,restaurant,4.2,16,OPERATIONAL
1278,مطعم مدادا للمأكولات التركية الضاحية,26.4443984,50.0017874,restaurant,3.7,558,OPERATIONAL
1279,فلافل العقيد,26.4460753,50.0005348,restaurant,4,285,OPERATIONAL
1280,مطعم روشة الفطيرة,26.4452518,50.0007095,restaurant,4.3,329,OPERATIONAL
1281,تكة وسلطة للآكلات الشعبيه,26.4439432,50.0011622,restaurant,4.1,156,OPERATIONAL
1282,مطعم مميز الخليج الضاحية,26.4447817,50.0016519,restaurant,4.4,133,OPERATIONAL
1283,فلافل تيم الشام الضاحية فرع 2,26.4418047,50.0019374,restaurant,4.4,182,OPERATIONAL
1284,مطعم الغمغام بالضاحية,26.453312,49.9982908,restaurant,4.1,67,OPERATIONAL
1285,مرجع العصيرات - ينابيع المودة,26.4459417,50.0005811,restaurant,4.2,138,OPERATIONAL
1286,DOS Burger دوس برجر,26.4438074,49.9966089,restaurant,4.5,267,OPERATIONAL
1287,مطعم بخاري تنور الشباب,26.4474483,50.0010189,restaurant,3,105,OPERATIONAL
1288,Barn's | بارنز,26.4438997,50.0047776,restaurant,4.2,92,OPERATIONAL
1289,بوفيه صقور الضاحيه,26.4446212,50.00173110000001,restaurant,4.3,36,OPERATIONAL
1290,مطعم قمر الضاحية,26.4530086,49.9984009,restaurant,4.6,49,OPERATIONAL
1291,ورق عنب جمعة محاشي,26.4406892,49.9973069,restaurant,4.8,28,OPERATIONAL
1292,Eastern Sea Restaurant,26.4579565,50.017357,restaurant,4.1,37,OPERATIONAL
1293,Des Pardes,26.4358157,50.0188506,restaurant,3.8,296,OPERATIONAL
1294,مطعم ريم الغلا للوجبات السودانية,26.4591349,50.0142787,restaurant,3.8,281,OPERATIONAL
1295,مطعم مثلث البخاري,26.4577515,50.0173489,restaurant,3.9,130,OPERATIONAL
1296,Siddique Restaurant,26.4483129,50.0181165,restaurant,4.1,113,OPERATIONAL
1297,Aden Pop Restaurant,26.4567863,50.0279896,restaurant,4.1,315,OPERATIONAL
1298,Tim Hortons Alnoor,26.4360481,50.03450600000001,restaurant,4.3,212,OPERATIONAL
1299,ADNOC Service Station | Al Noor District (2052),26.4361292,50.0341727,restaurant,4.1,60,OPERATIONAL
1300,CHENNAI RESTAURANT,26.4501532,50.0411646,restaurant,4.1,121,OPERATIONAL
1301,Modan Alam Pakistani hotel,26.446638,50.0268787,restaurant,4,31,OPERATIONAL
1302,مطاعم الجرة العدنية للأكلات الشعبية,26.4354156,50.0349831,restaurant,4.1,187,OPERATIONAL
1303,.,26.4378178,50.0296506,restaurant,3.9,44,OPERATIONAL
1304,معطم ديس برديس,26.4469848,50.0266337,restaurant,4.4,16,OPERATIONAL
1305,بوفية الرزق للأكلات الشعبية 2 فرع الخضريه,26.448233,50.0430994,restaurant,4.5,77,OPERATIONAL
1306,WELCOME RESTAURANT,26.4405736,50.0179493,restaurant,4.2,107,OPERATIONAL
1307,BAHAR HOTEL&SWEETS,26.4408698,50.0176161,restaurant,4.1,124,OPERATIONAL
1308,بوفية مدارات الرازي,26.4387528,50.0396144,restaurant,3.8,120,OPERATIONAL
1309,مخبز وفوال,26.4373083,50.037262,restaurant,3.5,28,OPERATIONAL
1310,Restaurant,26.4362087,50.0194643,restaurant,4,77,OPERATIONAL
1311,مطاعم الأمانة الطازج,26.4522227,50.0220444,restaurant,4,45,OPERATIONAL
1312,ℕ𝕠𝕒𝕜𝕙𝕒𝕝𝕚 𝕣𝕖𝕤𝕥𝕒𝕦𝕣𝕒𝕟𝕥 𝕕𝕒𝕞𝕞𝕒𝕞,26.4479255,50.0261592,restaurant,4.2,23,OPERATIONAL
1313,Noakhali restsutsnt নোয়াখালী রেষ্টুরেন্ট,26.4480132,50.0259347,restaurant,2.5,4,OPERATIONAL
1314,ثمار الريف للوجبات,26.4487475,50.0236424,restaurant,4.1,104,OPERATIONAL
1315,Ennabi Grill,26.459283,50.050761,restaurant,4,3935,OPERATIONAL
1316,Aljara Alshabia restaurant Dammam,26.454478,50.0583916,restaurant,4.4,902,OPERATIONAL
1317,Fawal Raseel Al Taif,26.4586227,50.0510548,restaurant,4,1509,OPERATIONAL
1318,مطعم شموخ القوافل للاكلات الشعبية,26.4591673,50.0498375,restaurant,4.1,1605,OPERATIONAL
1319,Antar resturent,26.4373175,50.0536979,restaurant,4.1,677,OPERATIONAL
1320,دولمة | Dolma,26.4364313,50.0470417,restaurant,3.9,841,OPERATIONAL
1321,Firdaus Restaurant Pakistani مطعم فردوس باكستاني,26.4541786,50.05499880000001,restaurant,4.1,361,OPERATIONAL
1322,بوفية رحاب مآرب,26.4431732,50.0469946,restaurant,4,244,OPERATIONAL
1323,Gjar ورق عنب جي جار,26.4359167,50.0470556,restaurant,4.2,185,OPERATIONAL
1324,مطعم مستر معصوب,26.4337348,50.0458449,restaurant,4.5,126,OPERATIONAL
1325,Meltzone,26.4368941,50.047372,restaurant,4.3,400,OPERATIONAL
1326,Pastry Mushatta,26.4402481,50.0423102,restaurant,4,391,OPERATIONAL
1327,مطعم صاج سبا,26.4408653,50.0499716,restaurant,4.1,426,OPERATIONAL
1328,تثليث البخاري Tathlith Bukhari Restaurant,26.4382212,50.0563694,restaurant,3.7,158,OPERATIONAL
1329,Tihama Oasis Restaurant for traditional food,26.4378805,50.0564484,restaurant,3.7,468,OPERATIONAL
1330,Sadd Ma'arib,26.4415243,50.0749182,restaurant,4.4,18262,OPERATIONAL
1331,McDonald's,26.442751,50.065962000000006,restaurant,3.7,2379,OPERATIONAL
1332,Casa Restaurant,26.4534375,50.0646917,restaurant,4.2,577,OPERATIONAL
1333,Emilien,26.4567522,50.0621896,restaurant,4.5,1243,OPERATIONAL
1334,سيفة للحلوى العمانية,26.4523366,50.0684542,restaurant,4.6,198,OPERATIONAL
1335,مطعم باجة وكباب عراقي الدمام,26.4554422,50.0709624,restaurant,4,339,OPERATIONAL
1336,Syrian House Restaurant,26.441683,50.077145,restaurant,4.3,2224,OPERATIONAL
1337,Suhail Restaurant,26.4417035,50.0726872,restaurant,4.2,1655,OPERATIONAL
1338,مطبق ومعصوب مطعم مشهور الخليج,26.4421856,50.0764272,restaurant,4.1,1093,OPERATIONAL
1339,Indian Paradise Restaurant Dammam,26.4523772,50.0680848,restaurant,4,133,OPERATIONAL
1340,مطاعم أصل العرب asl alarab restaurants,26.4415289,50.0751123,restaurant,4.3,1216,OPERATIONAL
1341,Alyahya Bakeries,26.4593138,50.0870133,restaurant,4.5,6133,OPERATIONAL
1342,شواية الخليج,26.4514903,50.0963801,restaurant,4.2,972,OPERATIONAL
1343,Shrimp House Restaurant,26.4593813,50.0866126,restaurant,4.2,5789,OPERATIONAL
1344,بوفية البشرى,26.4472092,50.0941039,restaurant,4.2,817,OPERATIONAL
1345,مطعم وشاي بستكانة | Besteacana Restaurant & Tea,26.459061,50.0802487,restaurant,4.6,727,OPERATIONAL
1346,Asar al- Bukhari Restaurant,26.4409728,50.0818412,restaurant,4.2,1875,OPERATIONAL
1347,Indian Tanoor Restaurant,26.4586514,50.0837574,restaurant,4.3,2233,OPERATIONAL
1348,AlBaik,26.4569447,50.1086674,restaurant,4.1,10459,OPERATIONAL
1349,Shajarat Al-durr restaurant,26.4568327,50.1009711,restaurant,4.8,12550,OPERATIONAL
1350,دوار السعادة,26.4567783,50.1011948,restaurant,4.3,500,OPERATIONAL
1351,فتة وصنوبر,26.4550359,50.0970422,restaurant,4.1,8933,OPERATIONAL
1352,Rayg Shawarma,26.4582143,50.09635170000001,restaurant,4.1,820,OPERATIONAL
1353,Brava Ristorante Italiano,26.4568807,50.1009044,restaurant,4.7,1256,OPERATIONAL
1354,Rummaan Dammam Hyderabadi Restaurant,26.4437067,50.0982966,restaurant,4.1,1284,OPERATIONAL
1355,حارة ورد الدمام | Harat Ward Dammam,26.4575872,50.0971148,restaurant,4.8,6056,OPERATIONAL
1356,دروازة الصيّاد البحري للمأكولات البحرية,26.456716,50.09248,restaurant,4,8641,OPERATIONAL
1357,Cuz balcony restaurant مطعم شرفة كوز,26.45587,50.1022578,restaurant,4.4,664,OPERATIONAL
1358,Holidays Restaurant,26.4422649,50.0976717,restaurant,4,2448,OPERATIONAL
1359,Royal Malabar Restaurant مطعم رويال مالابار - Dammam‎,26.4556983,50.0970427,restaurant,3.9,2688,OPERATIONAL
1360,AlRomansiah,26.455757,50.113838,restaurant,4.3,15257,OPERATIONAL
1361,دار مبارك للماكولات البحرية والخليجية,26.4521128,50.1301357,restaurant,4.5,4234,OPERATIONAL
1362,Shrimp Nation,26.4513039,50.1301331,restaurant,4.2,3815,OPERATIONAL
1363,McDonald's,26.442628,50.118421,restaurant,4,3875,OPERATIONAL
1364,AL Shallal Pastry,26.4420613,50.1203135,restaurant,4.2,897,OPERATIONAL
1365,بيت ناظم العراقي,26.4513895,50.1285995,restaurant,4.4,2686,OPERATIONAL
1366,Deep Fries,26.4514683,50.1288382,restaurant,4.7,3641,OPERATIONAL
1367,عم سمير بتاع الفطير الدمام,26.4566334,50.11357,restaurant,4.6,2233,OPERATIONAL
1368,Ankawa Iraqi Restaurant,26.45743,50.1128262,restaurant,4.6,4918,OPERATIONAL
1369,Balcony,26.4539712,50.1202557,restaurant,4.2,3034,OPERATIONAL
1370,Pastel Cafe Dammam - باستيل المزروعيه,26.4525661,50.1235084,restaurant,4.2,2186,OPERATIONAL
1371,"Operation Falafel, Ash Shati Al Gharbi",26.4555867,50.1189091,restaurant,4.2,5150,OPERATIONAL
1372,كبدة وصدقتها,26.4522416,50.1292041,restaurant,4.5,999,OPERATIONAL
1373,Chili's,26.4512905,50.1288253,restaurant,3.9,2362,OPERATIONAL
1374,براير كافيه Briar Cafe & Tea room,26.451165,50.131209000000005,restaurant,4.2,791,OPERATIONAL
1375,مطاعم الدمام البخاري الممتاز,26.4401845,50.1250062,restaurant,4.1,765,OPERATIONAL
1376,Sanabel Al Shaam,26.440145,50.1245024,restaurant,4.5,448,OPERATIONAL
1377,wokkong,26.4514134,50.1286284,restaurant,4.5,1304,OPERATIONAL
1378,الصاج اللبناني,26.4405972,50.1243164,restaurant,4.1,469,OPERATIONAL
1379,Riviera Avenue 2 ريفييرا أفينيو,26.452279,50.1257654,restaurant,4.3,108,OPERATIONAL
1380,MATAAM YASIN AL BUKHARI,26.4526054,50.1800406,restaurant,3.5,2,OPERATIONAL
1384,مشويات علوش,26.4630523,49.9899467,restaurant,4.2,17,OPERATIONAL
1385,مطعم فنان المندي,26.4625555,49.9891841,restaurant,4.4,27,OPERATIONAL
1389,سبايسي ميل الضاحية,26.4533375,49.9981967,restaurant,3.9,28,OPERATIONAL
1392,Creme_de_la_cerme,26.451892,49.993105,restaurant,No rating,No reviews,OPERATIONAL
1399,Pakistani Hotel. مطعم نكهات السند لتقديم الوجبات,26.4610625,50.01143750000001,restaurant,4.8,20,OPERATIONAL
1402,Rabea resturant مطعم ربيع الجود,26.4609729,50.0184161,restaurant,4.3,142,OPERATIONAL
1404,مطعم خرسان البخاري,26.457696,50.0175581,restaurant,3.5,13,OPERATIONAL
1405,مطعم ليان للمشويات,26.4611603,50.01147,restaurant,4.6,11,OPERATIONAL
1406,Sindh Flavors Restaurant for serving meals,26.4611604,50.0112073,restaurant,4.3,6,OPERATIONAL
1424,Sky Burger,26.4666574,50.0476716,restaurant,4.4,1854,OPERATIONAL
1425,Waraq 3nb Station,26.4626359,50.0494985,restaurant,4.2,1952,OPERATIONAL
1426,"SOLACE, سولاس",26.4655458,50.0604483,restaurant,4.5,2165,OPERATIONAL
1428,Your Escape يور اسكيب,26.4665414,50.0601874,restaurant,4.5,996,OPERATIONAL
1429,McDonald's,26.469011,50.059882,restaurant,3.7,2973,OPERATIONAL
1430,Al Tanour Restaurants Dammam Branch,26.4697366,50.0596054,restaurant,4.7,2638,OPERATIONAL
1431,فروج الأكابر سيهات,26.4699541,50.0585557,restaurant,4.6,2223,OPERATIONAL
1432,مطعم المضياف (المحمدية),26.4695884,50.0587793,restaurant,4,835,OPERATIONAL
1433,Mandi Al-Ahsa,26.465672,50.0604132,restaurant,4.1,1640,OPERATIONAL
1435,Lemons,26.4636649,50.0489224,restaurant,4.4,1378,OPERATIONAL
1437,Fareej AlBaja,26.4644623,50.0486528,restaurant,3.9,961,OPERATIONAL
1439,Frykit,26.4677395,50.0591615,restaurant,4.3,973,OPERATIONAL
1440,Raising Cane's,26.4620222,50.068366700000006,restaurant,4.6,1844,OPERATIONAL
1442,Nokhitha Seafood Restaurant,26.4646156,50.0609663,restaurant,4,2515,OPERATIONAL
1443,Casa Pasta,26.4618048,50.0682388,restaurant,3.9,1386,OPERATIONAL
1444,MAZAR Shawarma & Potato,26.4631255,50.0632452,restaurant,4,1454,OPERATIONAL
1445,Pizza Hut,26.4618249,50.068105,restaurant,4,425,OPERATIONAL
1446,Al Tazaj,26.4585217,50.0903258,restaurant,3.7,2637,OPERATIONAL
1447,Nakhat Alsharq,26.4594517,50.0936628,restaurant,4.2,2169,OPERATIONAL
1448,McDonald's,26.459447,50.09199,restaurant,3.8,3913,OPERATIONAL
1449,مطعم دار الميدان الشامي,26.4586722,50.0873901,restaurant,4.2,1471,OPERATIONAL
1450,Half Pound,26.4587331,50.0807791,restaurant,4.7,2303,OPERATIONAL
1451,كشري لوز وورد,26.4546347,50.0920595,restaurant,4.8,1148,OPERATIONAL
1452,مطاعم حمص وفول,26.4563395,50.0813077,restaurant,4.5,1102,OPERATIONAL
1453,مطعم فريج السلطان,26.4589054,50.0804251,restaurant,4.7,4595,OPERATIONAL
1454,Goodness of Damascus Restaurant - Syrian dishes,26.4586722,50.08749100000001,restaurant,3.9,1056,OPERATIONAL
1455,Shezan Indian Restaurant,26.459255700000003,50.0938925,restaurant,3.5,1974,OPERATIONAL
1456,ميس القمر الدمام المباركيه,26.4706508,50.0924829,restaurant,3.8,341,OPERATIONAL
1457,فوال نور الصباح,26.4555981,50.0888673,restaurant,3.9,827,OPERATIONAL
1458,McDonald's,26.462195,50.11366100000001,restaurant,3.8,4472,OPERATIONAL
1459,مطعم ماكس Macs Eatery,26.4569733,50.096814,restaurant,4.8,2298,OPERATIONAL
1460,شركة مطاعم مارب للاكلات الشعبيه,26.4522968,50.1057233,restaurant,4.2,2741,OPERATIONAL
1461,The Coffee Address | عنوان القهوة,26.46422,50.121457,restaurant,4.4,986,OPERATIONAL
1462,Burger Site,26.464151,50.1215839,restaurant,4.3,3590,OPERATIONAL
1463,Lumiere Lounge,26.4661811,50.1230659,restaurant,4.2,3614,OPERATIONAL
1464,Steak House,26.4602481,50.1209456,restaurant,4.3,5159,OPERATIONAL
1465,تشكي تشيز | Chuck E Cheese,26.457756,50.11312,restaurant,4.1,3014,OPERATIONAL
1466,Beach Park Restaurant & Lounge,26.4663204,50.1231285,restaurant,4.4,2660,OPERATIONAL
1467,Lghawees | لغاويص,26.4640086,50.1211966,restaurant,4.1,1657,OPERATIONAL
1468,Kilo Kabab,26.4641372,50.1214765,restaurant,4.2,2366,OPERATIONAL
1469,Shrimp’s Up,26.4685195,50.1236838,restaurant,4.6,680,OPERATIONAL
1470,KFC,26.4541678,50.1194188,restaurant,3.6,1951,OPERATIONAL
1471,مطعم موليا,26.4683751,50.1234328,restaurant,4.5,765,OPERATIONAL
1472,Osmanli Lezzet المذاق العثماني,26.4717276,50.131481,restaurant,4.5,11171,OPERATIONAL
1473,المشوى العنابي | Ennabi Grill,26.4624744,50.1221829,restaurant,4,2612,OPERATIONAL
1474,قدر عيش لتقديم الوجبات,26.4684841,50.1235761,restaurant,4.7,625,OPERATIONAL
1475,Sour,26.4665383,50.1224446,restaurant,4,458,OPERATIONAL
1476,Burger King - Shateaa,26.4625655,50.1222276,restaurant,4.1,668,OPERATIONAL
1477,Hot Taste - Dammam,26.4683871,50.123562,restaurant,4.5,366,OPERATIONAL
1478,معجنات ابن الشام,26.4669956,50.1225831,restaurant,4.8,166,OPERATIONAL
1479,Barn's | بارنز,26.4648077,50.1321702,restaurant,3.8,52,OPERATIONAL
1480,KFC,26.4671875,50.1231875,restaurant,3.9,218,OPERATIONAL
1481,Domino's Pizza 62815,26.4646844,50.1320301,restaurant,3.9,257,OPERATIONAL
1482,عجيل,26.4643763,50.121717800000006,restaurant,3.9,146,OPERATIONAL
1483,مخبز و فوال نور الصباح,26.4642605,50.123628,restaurant,3.9,164,OPERATIONAL
1535,مطعم ومطبخ السندباد,26.4711778,50.0589817,restaurant,4.6,479,OPERATIONAL
1542,Paradise Beach Club,26.472876,50.086187,restaurant,4.1,641,OPERATIONAL
1543,Domino's Pizza,26.4720789,50.086439,restaurant,3.8,373,OPERATIONAL
1544,رشوف,26.4780754,50.0934918,restaurant,4.9,163,OPERATIONAL
1545,Classic77,26.4753926,50.0856233,restaurant,5,80,OPERATIONAL
1546,كلاسيك 77,26.4767096,50.0874953,restaurant,3.5,2,OPERATIONAL
1547,مقرمشات سلطع,26.4802559,50.0941271,restaurant,5,1,OPERATIONAL
1548,سواحل بيروت,26.4805159,50.0975562,restaurant,3.8,847,OPERATIONAL
1549,البيك فرع مشروع سفن الدمام,26.4779559,50.0988103,restaurant,2.9,16,OPERATIONAL
1550,كلين بروتين | Clean Protein,26.4730788,50.0962136,restaurant,4.2,105,OPERATIONAL
1551,Herfy 352,26.4735139,50.0964774,restaurant,3.5,596,OPERATIONAL
1552,jh,26.4728731,50.0950192,restaurant,4.3,7,OPERATIONAL
1553,معمول مميز,26.4732148,50.0948011,restaurant,4.5,24,OPERATIONAL
1554,بوفية فجر اليمن,26.4720228,50.0939885,restaurant,4.8,36,OPERATIONAL
1555,مطعم الفرخة المشويه,26.471462,50.0919921,restaurant,4.2,10,OPERATIONAL
1556,بسطة ابو دانه,26.4866836,50.1038384,restaurant,4.5,8,OPERATIONAL
1557,مطعم شفرفر,26.48309,50.106238,restaurant,4,4,OPERATIONAL
1558,كوني بيتزا,26.4845404,50.1054624,restaurant,3.9,17,OPERATIONAL
1559,Funchick,26.471468,50.0919991,restaurant,4,3,OPERATIONAL
1560,Al Rayyan Restaurant,26.471399,50.0923526,restaurant,No rating,No reviews,OPERATIONAL
1561,Heritage Village,26.4919855,50.1205839,restaurant,4.2,12232,OPERATIONAL
1562,Blameda Restaurant,26.4798375,50.1176286,restaurant,4.1,3972,OPERATIONAL
1563,Loop Restaurant & Cafe,26.481352,50.1179511,restaurant,4.1,3189,OPERATIONAL
1564,Oceana,26.4782392,50.1171733,restaurant,3.7,1330,OPERATIONAL
1565,مطعم فريج الطيبين للأكلات الشعبية( فرع الشاطئ ),26.4734836,50.1181936,restaurant,4.1,1126,OPERATIONAL
1566,Naia Lounge,26.4933086,50.1207274,restaurant,3.7,442,OPERATIONAL
1567,Elakkad Restaurant,26.4800359,50.132589,restaurant,4.3,367,OPERATIONAL
1568,Freshhouse فريش هاوس,26.4780883,50.1323432,restaurant,4,191,OPERATIONAL
1569,Istikanat Zaman Cafe,26.4939848,50.1240462,restaurant,4.4,411,OPERATIONAL
1570,Kebabgy Corner ركن الكبابجي,26.4802845,50.13259300000001,restaurant,4.3,365,OPERATIONAL
1571,Rawaa Restuarant,26.4743609,50.1255489,restaurant,3.8,485,OPERATIONAL
1572,Dandara Restaurant,26.4762591,50.1190861,restaurant,4.2,289,OPERATIONAL
1573,جيت آت برجر,26.4936619,50.124101,restaurant,4.8,137,OPERATIONAL
1574,Foul Nour Al-Sabah,26.4886786,50.1289922,restaurant,3.8,161,OPERATIONAL
