POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity,Matched Population,Population Within 1km
Diwaniyah Alsofayan,26.330293,50.158578,Café,,0.1574395547923743,542.0,15221
Spark,26.332417,50.161446,Coffee Shop,,0.294837246029856,243.0,16579
Roxy Cafe (روكسي كافيه),26.341795,50.165243,Café,,0.929196573760474,542.0,10420
جباتي وكرك,26.32267,50.157511,Café,,0.937593221613627,578.0,12571
دوز كافيه,26.325548,50.136522,Café,,0.9710613263731368,29.0,5030
ستاربكس,26.331278,50.132222,Coffee Shop,,0.8049902122238449,145.0,8333
Rosario Cafe,26.342594,50.181631,Café,7.8,0.3156687514884123,673.0,12711
ستاربكس,26.327805,50.147985,Coffee Shop,6.9,0.9202712357269092,476.0,11945
La Mode Cafe,26.340917,50.179531,Café,6.5,0.9726257473396588,,10246
Villaggio,26.341098,50.150871,Café,,0.8566530984267056,108.0,23788
ستاربكس,26.339614,50.151932,Coffee Shop,,0.9183419817916292,839.0,21693
8 O'clock Cafe,26.340447,50.154904,Coffee Shop,,0.3803975183585537,839.0,21114
جوفريز,26.312644,50.178219,Coffee Shop,7.1,0.9532231177067796,492.0,10573
Godiva,26.32838,50.180226,Coffee Shop,6.7,0.8658862163618816,1144.0,15634
Liwan café (قهوة الليوان),26.323405,50.168954,Café,,0.9512302119499142,463.0,15561
El León Cafe,26.327535,50.180389,Café,,0.4589072860133111,167.0,14820
حلونجي السلطان,26.322614,50.159148,Café,,0.7994058884724816,707.0,13898
ديب ان ديب,26.350213,50.17892,Café,,0.936394991144393,,6982
Sharq Coffee Roasters (مقهى ومحمصة شرق),26.308906,50.129648,Coffee Shop,8.9,0.9888406695598264,50.0,3056
Starbucks (ستاربكس),26.31102,50.132454,Coffee Shop,8.1,0.9233312667906592,135.0,3097
Joffrey's,26.31194,50.131266,Coffee Shop,8.1,0.991320520768754,135.0,2752
Caffé bene (بيني كوفي),26.30744,50.168602,Coffee Shop,7.7,0.8614617149016708,,13807
Seattle's Best Coffee,26.309109,50.128939,Coffee Shop,7.4,0.8648481091134532,50.0,3056
Take Off,26.314222,50.147741,Coffee Shop,,0.7820588509461517,140.0,2412
Royal Waltz Cafe,26.314281,50.146071,Café,,0.5788977617582782,140.0,1513
Joffrey's Cafe,26.309998,50.149738,Coffee Shop,,0.3606044599115475,58.0,2803
Starbucks (ستاربكس),26.328694,50.109358,Coffee Shop,8.1,0.9296882171408488,36.0,202
Positive Truck,26.335723,50.121961,Café,,0.0219991921200633,74.0,3453
Maskob (مسكوب),26.335135,50.122382,Café,,0.9453127427523847,74.0,3453
Espressolab,26.334875,50.121621,Coffee Shop,,0.935556038902526,74.0,3006
Barncafe,26.354115,50.178722,Coffee Shop,,0.9449605899595024,152.0,5287
مقلط الفريج,26.391077,50.092729,Café,7.3,0.9045355208236232,822.0,14761
Starbucks (ستاربكس),26.305252,50.129422,Coffee Shop,9.4,0.9989667286629468,84.0,4226
Shrq Coffee Roasters - Kings Park Branch,26.305041,50.130629,Coffee Shop,8.9,0.9935937177102708,221.0,4213
ستاربكس,26.310076,50.136838,Coffee Shop,7.9,0.2839429634221946,188.0,3149
Costa (كوستا ارامكو),26.309062,50.128656,Coffee Shop,7.2,0.847489150650961,50.0,3056
Costa Cafe (كوستا كوفي),26.309297,50.131489,Coffee Shop,6.6,0.9125852448853068,132.0,3412
illy Coffee,26.300468,50.147992,Coffee Shop,7.1,0.1268857201901219,97.0,6665
Joffrey's,26.313944,50.121536,Coffee Shop,,0.8768340566232693,,585
Scratch Cafe,26.308785,50.128138,Café,,0.1950816284356272,50.0,2662
Üshk,26.309125,50.129112,Café,,0.3864434800578632,50.0,3056
Um Rashid Cafe,26.308729,50.125299,Café,,0.4112419921471378,37.0,2103
Dose,26.311178,50.132176,Coffee Shop,,0.9111386650134324,135.0,3097
Olabs Coffee Truck,26.308777,50.12946,Coffee Shop,,0.8600950609630089,50.0,3056
Dose (دوز),26.311296,50.132384,Coffee Shop,,0.9894606323620584,135.0,3097
Dosa Cafe,26.311067,50.132566,Café,,0.4676586071502376,135.0,3097
Joffrey's (جوفريز),26.316734,50.119307,Coffee Shop,,0.8716676999380037,,205
Lark,26.304837,50.129709,Coffee Shop,,0.8210374044224014,84.0,4196
Shrq Coffee Roasters (مقهى ومحمصة شرق),26.304902,50.130302,Coffee Shop,,0.9272576978714612,221.0,4213
Caffe’ Vergnano,26.323209,50.133677,Coffee Shop,,0.532548047117173,29.0,1685
ستاربكس,26.300505,50.120509,Coffee Shop,,0.8993593717710271,,1270
Cinnzeo,26.311867,50.145347,Café,,0.0485970854177671,45.0,2457
LAcafe,26.308154,50.144939,Coffee Shop,,0.4918371564372804,,4371
Café,26.308064,50.144917,Café,,0.3304401735895846,,4371
Joffrey's (جوفريز),26.322422,50.109356,Coffee Shop,,0.0932010746021905,,202
Forte (فورتيه),26.308296,50.177649,Coffee Shop,8.1,0.8906533973402855,227.0,17126
MammaRoti (مآمآ روتي),26.305765,50.167921,Café,7.1,0.2636150558389631,,13440
Cafe Jamoca,26.305367,50.145817,Café,,0.5391609836743129,,5250
كوستا كوفي,26.303553,50.168738,Coffee Shop,6.9,0.9574220071945152,,14333
ستاربكس,26.302494,50.146041,Coffee Shop,,0.1074602190535234,742.0,6720
Sagafrado Coffe,26.30437,50.170826,Coffee Shop,6.0,0.868819172004061,55.0,14825
Starbucks (ستاربكس),26.264333,50.067991,Coffee Shop,7.7,0.3422291850296078,235.0,6725
Rovingo,26.265446,50.070539,Coffee Shop,,0.9862302594803676,172.0,6281
ACCELent Cafe,26.275405,50.071502,Café,,0.5108497258967192,,2556
ديوانية الشيوخ للقهوة العربي,26.284161,50.060261,Café,,0.1370697091284669,69.0,69
